# Time-averaged data for fix 3
# TimeStep c_mom[1] c_mom[2] c_mom[3] v_vx_com v_vy_com v_vz_com
0 1.15463e-14 1.33227e-15 1.11022e-14 1.11642e-19 1.28818e-20 1.07348e-19
1000 -8.10463e-15 6.21725e-15 1.24345e-14 -7.83644e-20 6.01152e-20 1.2023e-19
2000 7.54952e-15 3.9968e-15 -1.77636e-15 7.2997e-20 3.86455e-20 -1.71758e-20
3000 4.88498e-15 4.32987e-15 -1.24345e-14 4.72333e-20 4.18659e-20 -1.2023e-19
4000 5.77316e-15 1.32117e-14 7.10543e-15 5.58212e-20 1.27745e-19 6.8703e-20
5000 -2.88658e-15 -3.9968e-15 7.10543e-15 -2.79106e-20 -3.86455e-20 6.8703e-20
6000 9.76996e-15 7.66054e-15 -1.06581e-14 9.44667e-20 7.40705e-20 -1.03055e-19
7000 -2.22045e-16 3.55271e-15 3.55271e-15 -2.14697e-21 3.43515e-20 3.43515e-20
8000 -6.99441e-15 5.10703e-15 0 -6.76295e-20 4.93803e-20 0
9000 6.66134e-15 6.66134e-15 -2.13163e-14 6.44091e-20 6.44091e-20 -2.06109e-19
10000 -2.44249e-15 3.55271e-15 -4.61853e-14 -2.36167e-20 3.43515e-20 -4.4657e-19
11000 -9.65894e-15 7.99361e-15 5.32907e-15 -9.33932e-20 7.72909e-20 5.15273e-20
12000 1.13243e-14 -1.06581e-14 5.32907e-15 1.09495e-19 -1.03055e-19 5.15273e-20
13000 2.22045e-16 0 -8.88178e-15 2.14697e-21 0 -8.58788e-20
14000 -4.44089e-15 -4.44089e-15 4.08562e-14 -4.29394e-20 -4.29394e-20 3.95042e-19
15000 4.21885e-15 1.77636e-15 -1.59872e-14 4.07924e-20 1.71758e-20 -1.54582e-19
16000 7.54952e-15 8.88178e-15 0 7.2997e-20 8.58788e-20 0
17000 -6.21725e-15 -3.9968e-15 4.44089e-15 -6.01152e-20 -3.86455e-20 4.29394e-20
18000 8.27116e-15 1.37668e-14 -1.77636e-15 7.99746e-20 1.33112e-19 -1.71758e-20
19000 1.22125e-14 -6.21725e-15 -7.99361e-15 1.18083e-19 -6.01152e-20 -7.72909e-20
20000 2.44249e-15 -7.54952e-15 1.77636e-15 2.36167e-20 -7.2997e-20 1.71758e-20
21000 4.44089e-15 2.22045e-15 8.88178e-16 4.29394e-20 2.14697e-20 8.58788e-21
22000 -1.55431e-14 5.77316e-15 -3.55271e-15 -1.50288e-19 5.58212e-20 -3.43515e-20
23000 -5.77316e-15 6.66134e-15 6.21725e-15 -5.58212e-20 6.44091e-20 6.01152e-20
24000 -6.66134e-15 1.08247e-14 -1.86517e-14 -6.44091e-20 1.04665e-19 -1.80345e-19
25000 -5.10703e-15 -8.88178e-16 1.77636e-15 -4.93803e-20 -8.58788e-21 1.71758e-20
26000 1.15463e-14 -1.15463e-14 -1.15463e-14 1.11642e-19 -1.11642e-19 -1.11642e-19
27000 -6.21725e-15 2.44249e-15 8.88178e-15 -6.01152e-20 2.36167e-20 8.58788e-20
28000 -5.32907e-15 7.10543e-15 0 -5.15273e-20 6.8703e-20 0
29000 2.66454e-15 -6.66134e-15 -7.99361e-15 2.57636e-20 -6.44091e-20 -7.72909e-20
30000 5.10703e-15 3.55271e-15 -1.77636e-15 4.93803e-20 3.43515e-20 -1.71758e-20
31000 3.77476e-15 -2.22045e-15 1.24345e-14 3.64985e-20 -2.14697e-20 1.2023e-19
32000 -6.66134e-16 -7.10543e-15 5.32907e-15 -6.44091e-21 -6.8703e-20 5.15273e-20
33000 -8.88178e-15 5.32907e-15 8.88178e-16 -8.58788e-20 5.15273e-20 8.58788e-21
34000 3.9968e-15 -8.88178e-16 -1.15463e-14 3.86455e-20 -8.58788e-21 -1.11642e-19
35000 9.32587e-15 -1.66533e-14 -8.43769e-15 9.01727e-20 -1.61023e-19 -8.15849e-20
36000 1.13243e-14 -4.32987e-15 -8.88178e-15 1.09495e-19 -4.18659e-20 -8.58788e-20
37000 -1.90958e-14 5.55112e-15 8.88178e-16 -1.84639e-19 5.36742e-20 8.58788e-21
38000 -4.66294e-15 2.9976e-15 -1.28786e-14 -4.50864e-20 2.89841e-20 -1.24524e-19
39000 4.44089e-15 -7.32747e-15 -5.55112e-15 4.29394e-20 -7.085e-20 -5.36742e-20
40000 -1.36557e-14 -8.88178e-15 -1.02141e-14 -1.32039e-19 -8.58788e-20 -9.87606e-20
41000 4.44089e-16 4.44089e-16 7.10543e-15 4.29394e-21 4.29394e-21 6.8703e-20
42000 -7.10543e-15 -1.55431e-15 -2.22045e-15 -6.8703e-20 -1.50288e-20 -2.14697e-20
43000 6.55032e-15 8.88178e-16 -1.11022e-15 6.33356e-20 8.58788e-21 -1.07348e-20
44000 -1.33227e-14 -5.32907e-15 -1.77636e-15 -1.28818e-19 -5.15273e-20 -1.71758e-20
45000 -4.44089e-15 -1.77636e-15 -2.44249e-15 -4.29394e-20 -1.71758e-20 -2.36167e-20
46000 -2.66454e-15 -6.21725e-15 9.32587e-15 -2.57636e-20 -6.01152e-20 9.01727e-20
47000 9.32587e-15 -1.15463e-14 -2.22045e-15 9.01727e-20 -1.11642e-19 -2.14697e-20
48000 8.88178e-16 -5.77316e-15 -9.88098e-15 8.58788e-21 -5.58212e-20 -9.55402e-20
49000 -6.66134e-15 -3.55271e-15 3.33067e-15 -6.44091e-20 -3.43515e-20 3.22045e-20
50000 -1.77636e-15 -1.26565e-14 2.22045e-15 -1.71758e-20 -1.22377e-19 2.14697e-20
51000 1.33227e-15 3.55271e-15 4.88498e-15 1.28818e-20 3.43515e-20 4.72333e-20
52000 -3.44169e-15 -1.28786e-14 -6.66134e-15 -3.3278e-20 -1.24524e-19 -6.44091e-20
53000 8.88178e-15 -4.44089e-16 4.44089e-15 8.58788e-20 -4.29394e-21 4.29394e-20
54000 1.11022e-15 5.55112e-16 5.77316e-15 1.07348e-20 5.36742e-21 5.58212e-20
55000 -3.55271e-15 -4.44089e-16 -4.44089e-15 -3.43515e-20 -4.29394e-21 -4.29394e-20
56000 1.28786e-14 -4.66294e-15 3.9968e-15 1.24524e-19 -4.50864e-20 3.86455e-20
57000 -1.68754e-14 5.10703e-15 -2.22045e-16 -1.6317e-19 4.93803e-20 -2.14697e-21
58000 -3.10862e-15 -6.88338e-15 1.64313e-14 -3.00576e-20 -6.65561e-20 1.58876e-19
59000 -4.88498e-15 -4.21885e-15 8.43769e-15 -4.72333e-20 -4.07924e-20 8.15849e-20
60000 -9.32587e-15 -1.17684e-14 5.55112e-15 -9.01727e-20 -1.13789e-19 5.36742e-20
61000 -1.42109e-14 7.99361e-15 7.99361e-15 -1.37406e-19 7.72909e-20 7.72909e-20
62000 -5.55112e-15 -1.33227e-14 -1.08802e-14 -5.36742e-20 -1.28818e-19 -1.05202e-19
63000 2.88658e-15 -2.88658e-15 -3.55271e-15 2.79106e-20 -2.79106e-20 -3.43515e-20
64000 4.44089e-16 6.43929e-15 1.24345e-14 4.29394e-21 6.22621e-20 1.2023e-19
65000 -5.32907e-15 1.64313e-14 7.32747e-15 -5.15273e-20 1.58876e-19 7.085e-20
66000 3.33067e-15 1.64313e-14 -6.43929e-15 3.22045e-20 1.58876e-19 -6.22621e-20
67000 1.02141e-14 1.15463e-14 -9.10383e-15 9.87606e-20 1.11642e-19 -8.80258e-20
68000 -4.21885e-15 3.55271e-15 -9.10383e-15 -4.07924e-20 3.43515e-20 -8.80258e-20
69000 -3.33067e-15 1.77636e-15 -7.54952e-15 -3.22045e-20 1.71758e-20 -7.2997e-20
70000 -1.33227e-15 -1.28786e-14 -1.62093e-14 -1.28818e-20 -1.24524e-19 -1.56729e-19
71000 1.36557e-14 -7.10543e-15 1.77636e-15 1.32039e-19 -6.8703e-20 1.71758e-20
72000 4.66294e-15 -7.99361e-15 1.24345e-14 4.50864e-20 -7.72909e-20 1.2023e-19
