# Time-averaged data for fix 2
# TimeStep v_TEMPERATURE v_PRESSURE v_KE v_PE v_TOT_ENG v_ECOUPLE v_ECONSERVE
0 220 314.942 4622.58 -11976.7 -7354.09 0 -7354.09
1000 217.616 1657.62 4572.48 -7874.33 -3301.85 -4046.38 -7348.23
2000 197.161 1401.57 4142.7 -6889.31 -2746.61 -4596.35 -7342.96
3000 212.653 -313.873 4468.22 -6767.96 -2299.74 -5044.64 -7344.38
4000 226.928 34.6754 4768.16 -6977.2 -2209.04 -5139.8 -7348.84
5000 223.932 235.78 4705.19 -6794.77 -2089.58 -5259.5 -7349.08
6000 216.971 -25.7687 4558.94 -6320.58 -1761.64 -5584.87 -7346.51
7000 211.553 -86.8205 4445.09 -6104.89 -1659.8 -5685.84 -7345.64
8000 216.358 -36.5498 4546.06 -5998.73 -1452.67 -5894.08 -7346.75
9000 221.077 -319.151 4645.2 -5870.56 -1225.35 -6122 -7347.36
10000 219.138 -246.603 4604.47 -5634.02 -1029.54 -6316.7 -7346.24
11000 218.169 -105.569 4584.1 -5393.89 -809.793 -6535.5 -7345.29
12000 217.576 -175.069 4571.66 -5348.94 -777.286 -6568.2 -7345.49
13000 223.698 -612.998 4700.28 -5273.92 -573.634 -6772.02 -7345.66
14000 223.501 -45.4471 4696.14 -5289.29 -593.152 -6752.41 -7345.56
15000 223.006 181.762 4685.74 -5369.05 -683.307 -6662.29 -7345.59
16000 220.271 -112.497 4628.28 -5361.96 -733.676 -6611.85 -7345.53
17000 219.989 -404.941 4622.36 -5374.43 -752.076 -6593.79 -7345.86
18000 221.327 -42.4577 4650.47 -5504.11 -853.645 -6492.23 -7345.87
19000 219.374 -93.0058 4609.43 -5518.23 -908.802 -6436.89 -7345.69
20000 218.659 -69.5291 4594.4 -5518.43 -924.033 -6421.89 -7345.93
21000 219.448 -61.438 4610.98 -5638.72 -1027.74 -6318.28 -7346.02
22000 218.174 89.1557 4584.21 -5557.84 -973.627 -6372.33 -7345.96
23000 218.477 103.372 4590.58 -5597 -1006.42 -6339.71 -7346.13
24000 218.808 0.12032 4597.53 -5571.48 -973.947 -6372.07 -7346.01
25000 219.915 -132.25 4620.79 -5460.79 -840.001 -6505.72 -7345.72
26000 220.483 10.05 4632.73 -5457.16 -824.431 -6521.21 -7345.64
27000 218.724 235.23 4595.77 -5455.81 -860.036 -6485.69 -7345.73
28000 219.323 -126.337 4608.36 -5537.62 -929.264 -6416.64 -7345.9
29000 219.82 -140.826 4618.8 -5498.53 -879.726 -6465.85 -7345.57
30000 216.314 -96.1193 4545.12 -5514.21 -969.088 -6376.76 -7345.85
31000 222.491 -64.6981 4674.91 -5515.86 -840.945 -6504.72 -7345.67
32000 216.735 -60.6715 4553.99 -5527.54 -973.558 -6371.75 -7345.31
33000 216.569 24.8155 4550.49 -5554.46 -1003.97 -6341.47 -7345.44
34000 223.764 83.9356 4701.68 -5542.12 -840.439 -6505.33 -7345.77
35000 216.392 -6.89645 4546.77 -5481.43 -934.659 -6410.82 -7345.48
36000 216.649 -31.4488 4552.17 -5578.96 -1026.79 -6318.6 -7345.39
37000 218.099 63.3278 4582.63 -5576.35 -993.725 -6351.64 -7345.36
38000 222.014 82.8637 4664.91 -5510.6 -845.691 -6500.01 -7345.71
39000 223.466 131.659 4695.4 -5542 -846.595 -6499.34 -7345.93
40000 219.868 -208.286 4619.81 -5528.35 -908.541 -6437.01 -7345.55
41000 220.056 11.1825 4623.76 -5468.9 -845.142 -6500.05 -7345.2
42000 221.807 -46.138 4660.55 -5486.31 -825.754 -6519.61 -7345.36
43000 224.886 20.0511 4725.23 -5463.7 -738.463 -6606.93 -7345.39
44000 220.835 260.472 4640.13 -5563.84 -923.706 -6421.79 -7345.5
45000 218.413 119.622 4589.23 -5472.52 -883.294 -6462.48 -7345.77
46000 221.236 -188.199 4648.56 -5532.67 -884.112 -6461.2 -7345.31
47000 220.98 -171.901 4643.17 -5502.27 -859.1 -6486.11 -7345.21
48000 220.457 78.6533 4632.18 -5478.27 -846.093 -6499.47 -7345.56
49000 221.771 -105.719 4659.79 -5508.24 -848.449 -6496.91 -7345.36
50000 221.331 -90.3301 4650.54 -5427.19 -776.653 -6568.49 -7345.14
51000 218.404 0.456101 4589.05 -5481.36 -892.309 -6452.83 -7345.14
52000 219.327 -309.751 4608.44 -5453.4 -844.967 -6500.24 -7345.21
53000 218.456 141.545 4590.15 -5493.38 -903.231 -6441.94 -7345.17
54000 221.937 224.643 4663.28 -5443.74 -780.467 -6564.66 -7345.13
55000 215.556 -174.672 4529.2 -5511.04 -981.833 -6363.43 -7345.27
56000 217.004 233.902 4559.63 -5435.22 -875.591 -6469.38 -7344.97
57000 221.123 -143.635 4646.17 -5443.89 -797.724 -6547.38 -7345.1
58000 220.863 74.5148 4640.72 -5401.79 -761.072 -6584.05 -7345.13
59000 220.712 219.482 4637.55 -5480.69 -843.141 -6502.1 -7345.24
60000 218.679 79.515 4594.82 -5533.73 -938.915 -6406.3 -7345.21
61000 220.023 -112.488 4623.06 -5442 -818.94 -6526.14 -7345.08
62000 217.196 -141.507 4563.66 -5447.29 -883.629 -6461.18 -7344.81
63000 218.834 -38.6985 4598.07 -5523.74 -925.667 -6419.5 -7345.16
64000 223.486 53.8543 4695.83 -5410.22 -714.393 -6630.37 -7344.76
65000 221.285 71.7118 4649.58 -5472.8 -823.217 -6521.59 -7344.8
66000 217.063 273.088 4560.88 -5477.2 -916.322 -6428.61 -7344.93
67000 216.186 -220.232 4542.45 -5458.2 -915.748 -6429.12 -7344.87
68000 214.734 -200.36 4511.93 -5408.25 -896.315 -6448.45 -7344.77
69000 221.124 173.893 4646.19 -5407.17 -760.975 -6583.54 -7344.52
70000 222.523 -156.484 4675.6 -5455.48 -779.877 -6564.93 -7344.81
71000 223.997 -103.923 4706.56 -5514.76 -808.203 -6536.75 -7344.95
72000 218.564 -51.3284 4592.41 -5457 -864.588 -6480.41 -7344.99
73000 219.717 198.811 4616.64 -5492.34 -875.707 -6469.21 -7344.92
74000 223.208 110.126 4689.99 -5487.19 -797.2 -6547.5 -7344.7
75000 218.291 -105.659 4586.68 -5562.95 -976.271 -6368.5 -7344.77
76000 216.31 74.1964 4545.04 -5536.72 -991.681 -6352.86 -7344.54
77000 216.189 76.2564 4542.51 -5520.74 -978.233 -6366.75 -7344.98
78000 219.752 -42.369 4617.36 -5475.37 -858.002 -6486.94 -7344.94
79000 217.678 -229.477 4573.79 -5432.73 -858.931 -6485.63 -7344.56
80000 219.764 332.455 4617.63 -5448.18 -830.55 -6513.94 -7344.49
81000 218.483 -253.83 4590.71 -5428.26 -837.549 -6506.55 -7344.1
82000 224.094 -54.677 4708.6 -5497.82 -789.215 -6555.49 -7344.71
83000 217.239 -56.3514 4564.57 -5387.3 -822.738 -6521.64 -7344.38
84000 219.276 -74.7428 4607.36 -5417.44 -810.076 -6534.27 -7344.35
85000 220.275 -63.6888 4628.35 -5419.6 -791.246 -6552.79 -7344.04
86000 220.381 30.2932 4630.58 -5461.28 -830.703 -6513.38 -7344.08
87000 221.65 -2.81671 4657.24 -5369.87 -712.628 -6631.4 -7344.02
88000 222.641 -113.204 4678.08 -5421.04 -742.966 -6601.36 -7344.33
89000 215.457 57.3927 4527.12 -5333.45 -806.334 -6537.61 -7343.95
90000 217.593 66.3717 4572 -5391.11 -819.112 -6525.45 -7344.56
91000 219.043 115.113 4602.47 -5361.04 -758.566 -6585.95 -7344.52
92000 223.714 -23.29 4700.62 -5404.98 -704.362 -6640.09 -7344.46
93000 219.095 -171.413 4603.57 -5435.46 -831.895 -6512.45 -7344.34
94000 216.561 -41.7233 4550.33 -5330.18 -779.853 -6564.6 -7344.45
95000 218.18 -85.5031 4584.33 -5360.71 -776.375 -6568.04 -7344.42
96000 214.808 60.8375 4513.48 -5334.31 -820.835 -6523.69 -7344.52
97000 220.266 160.154 4628.17 -5345.34 -717.163 -6627.5 -7344.66
98000 220.911 -56.8262 4641.72 -5360.76 -719.032 -6625.17 -7344.2
99000 218.172 -98.891 4584.18 -5410.1 -825.92 -6518.67 -7344.59
100000 217.449 78.3932 4568.98 -5376.96 -807.979 -6536.72 -7344.7
101000 222.761 -124.277 4680.6 -5436.38 -755.785 -6588.85 -7344.63
102000 220.931 -22.5919 4642.13 -5439 -796.866 -6547.86 -7344.73
103000 222.606 63.288 4677.33 -5374.92 -697.585 -6646.93 -7344.52
104000 221.082 104.685 4645.31 -5382.75 -737.439 -6607.19 -7344.63
105000 219.881 -194.806 4620.07 -5354.94 -734.872 -6609.87 -7344.74
106000 218.243 -51.3089 4585.67 -5396.77 -811.103 -6533.25 -7344.35
107000 219.949 321.686 4621.5 -5452.93 -831.435 -6513.56 -7344.99
108000 221.991 400.435 4664.42 -5477.11 -812.695 -6532.24 -7344.93
109000 218.997 -120.396 4601.51 -5498.73 -897.22 -6447.6 -7344.82
110000 218.531 -279.185 4591.71 -5408.98 -817.27 -6527.61 -7344.88
111000 220.797 -252.837 4639.33 -5400.43 -761.101 -6583.51 -7344.61
112000 216.636 101.458 4551.9 -5335.1 -783.198 -6561.64 -7344.83
113000 213.831 120.199 4492.95 -5360.8 -867.842 -6476.98 -7344.82
114000 223.325 -131.935 4692.44 -5258.39 -565.941 -6778.38 -7344.32
115000 219.684 94.9136 4615.93 -5267.94 -652.003 -6692.29 -7344.3
116000 220.131 -226.718 4625.33 -5245.93 -620.606 -6724.14 -7344.75
117000 223.641 -21.6011 4699.08 -5288.81 -589.73 -6755.16 -7344.89
