# Time-averaged data for fix 3
# TimeStep c_mom[1] c_mom[2] c_mom[3] v_vx_com v_vy_com v_vz_com
0 -7.02216e-15 -1.20737e-14 -8.71785e-15 -6.78979e-20 -1.16741e-19 -8.42937e-20
1000 -1.8735e-16 4.85376e-15 1.18607e-13 -1.81151e-21 4.69314e-20 1.14682e-18
2000 -8.37178e-15 -3.18148e-15 -2.26097e-13 -8.09475e-20 -3.07621e-20 -2.18615e-18
3000 -8.50015e-15 -6.71338e-16 -8.24257e-13 -8.21887e-20 -6.49123e-21 -7.96982e-18
4000 -4.59008e-15 -5.58581e-15 -7.15816e-14 -4.43819e-20 -5.40097e-20 -6.92129e-19
5000 1.65284e-14 -3.03403e-15 -1.82111e-14 1.59815e-19 -2.93363e-20 -1.76085e-19
6000 4.54844e-15 9.39439e-15 -3.16996e-13 4.39793e-20 9.08353e-20 -3.06507e-18
7000 -1.02175e-14 -2.70617e-15 -1.50636e-13 -9.87942e-20 -2.61662e-20 -1.45652e-18
8000 -5.67602e-15 -1.07275e-14 -9.72521e-14 -5.48819e-20 -1.03725e-19 -9.40339e-19
9000 -2.12191e-14 -5.735e-15 -3.34337e-13 -2.0517e-19 -5.54522e-20 -3.23273e-18
10000 3.95517e-15 -5.38718e-15 2.34155e-13 3.82429e-20 -5.20892e-20 2.26406e-18
11000 1.7486e-15 1.14977e-14 -3.12105e-13 1.69074e-20 1.11173e-19 -3.01777e-18
12000 -4.20376e-14 -1.96371e-15 -2.06002e-13 -4.06465e-19 -1.89873e-20 -1.99185e-18
13000 3.85803e-15 9.90874e-15 -2.69267e-13 3.73036e-20 9.58085e-20 -2.60357e-18
14000 -3.47014e-14 -3.80251e-15 1.71571e-13 -3.35531e-19 -3.67669e-20 1.65894e-18
15000 -6.54685e-15 5.90153e-15 6.12566e-14 -6.33021e-20 5.70624e-20 5.92295e-19
16000 -2.69229e-15 -4.44089e-16 4.37983e-14 -2.6032e-20 -4.29394e-21 4.2349e-19
17000 2.16077e-14 -2.21836e-14 6.07535e-14 2.08927e-19 -2.14496e-19 5.87431e-19
18000 1.56784e-14 -7.03604e-15 -5.61044e-14 1.51596e-19 -6.80321e-20 -5.42479e-19
19000 3.43271e-14 -1.65423e-14 -7.08253e-14 3.31912e-19 -1.59949e-19 -6.84816e-19
20000 -1.08663e-14 1.22992e-14 5.59002e-14 -1.05067e-19 1.18922e-19 5.40504e-19
21000 1.09079e-14 -7.21645e-15 -5.04943e-14 1.0547e-19 -6.97765e-20 -4.88234e-19
22000 -2.35229e-15 -6.6197e-15 -5.38059e-14 -2.27445e-20 -6.40065e-20 -5.20254e-19
23000 2.19963e-14 -2.75474e-15 5.11171e-14 2.12684e-19 -2.66358e-20 4.94256e-19
24000 1.83221e-14 7.34829e-15 1.11997e-13 1.77159e-19 7.10513e-20 1.08291e-18
25000 -1.06113e-14 -1.74062e-14 1.13916e-13 -1.02602e-19 -1.68302e-19 1.10147e-18
26000 9.78731e-15 1.50487e-14 3.75012e-14 9.46344e-20 1.45508e-19 3.62603e-19
27000 2.10942e-15 -2.40086e-15 6.00561e-15 2.03962e-20 -2.32141e-20 5.80688e-20
28000 2.16493e-15 -2.22947e-14 4.19456e-15 2.0933e-20 -2.15569e-19 4.05576e-20
29000 -2.33147e-15 -2.11359e-14 -1.08056e-14 -2.25432e-20 -2.04365e-19 -1.0448e-19
30000 -1.40096e-14 -1.44468e-14 2.634e-14 -1.3546e-19 -1.39687e-19 2.54684e-19
31000 -3.58047e-15 -2.67147e-15 6.83655e-14 -3.46199e-20 -2.58307e-20 6.61032e-19
32000 9.65894e-15 8.97546e-15 1.67089e-14 9.33932e-20 8.67845e-20 1.61559e-19
33000 3.88578e-16 9.7769e-15 3.77476e-14 3.7572e-21 9.45338e-20 3.64985e-19
34000 -1.81383e-14 -5.86337e-15 -4.49571e-14 -1.75381e-19 -5.66934e-20 -4.34694e-19
35000 -1.60014e-14 2.33702e-14 -3.76088e-14 -1.54719e-19 2.25969e-19 -3.63643e-19
36000 -7.75508e-15 -1.48492e-15 1.12618e-14 -7.49846e-20 -1.43579e-20 1.08892e-19
37000 -1.25455e-14 1.69725e-14 -1.94289e-14 -1.21304e-19 1.64109e-19 -1.8786e-19
